catalogNumber,decimalLatitude,decimalLongitude,eventDate,month,date_year,bathymetry,sst,sss,shoredistance,behavior,sex,id,presence
218201000000.0,-21.9013,113.9015,2003-06-03 12:00:00+00:00,6.0,2003.0,82.0,25.74,34.82,7200,,male,52636bf5-bd9b-4040-9a9f-85f96606f854,1
692005000000.0,-21.9013,113.9015,1998-04-20 12:00:00+00:00,4.0,1998.0,82.0,25.74,34.82,7200,,,b7a1bc31-78e7-4bf1-a849-59569ddeb19c,1
2682010000000.0,-21.9013,113.9015,2009-07-12 12:00:00+00:00,7.0,2009.0,82.0,25.74,34.82,7200,,,61483ce5-a6de-4cdc-8d0c-4b249d3dd229,1
2422009792.0,12.9333,123.533,2009-02-24 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,male,d82bfea9-495b-4086-9b3f-a45e3a8e4e8f,1
153201000000.0,-21.9013,113.9015,2005-04-21 12:00:00+00:00,4.0,2005.0,82.0,25.74,34.82,7200,,female,8b9daba4-4ffa-469f-93b0-109aa2c4e087,1
1762010000000.0,-23.9736,35.5122,2007-06-17 12:00:00+00:00,6.0,2007.0,2.0,25.61,34.86,585,,,ecf720a7-fe50-43a3-b266-95bef67f18ff,1
1411200000000.0,-21.9013,113.9015,2005-06-15 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,6dc7dcea-eee2-4376-a76d-2db2a5db653d,1
294201000000.0,-21.9013,113.9015,2005-05-22 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,,21188a5e-9e9a-4574-a9f4-be34af50decc,1
264201000000.0,12.9333,123.533,2007-04-24 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,f9372351-1bdc-483b-b637-1ca1ebb396a9,1
1282010000000.0,-21.9013,113.9015,2005-06-13 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,3e23a0c8-ed30-4f5c-8842-39104b9cad0c,1
223201000000.0,12.9333,123.533,2007-03-06 12:00:00+00:00,3.0,2007.0,33.0,28.24,32.56,339,,,1f1454fc-7605-45e6-8c0c-4ebb04f256d5,1
18320088483.0,-21.9013,113.9015,2004-06-06 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,male,4488a1ee-b79e-4488-9a13-4ab059f32653,1
304201000000.0,-21.9013,113.9015,2005-07-12 12:00:00+00:00,7.0,2005.0,82.0,25.74,34.82,7200,,,485ee691-0e20-4877-ac8b-137bbd57c270,1
7620085119.0,-23.9736,35.5122,2007-05-28 12:00:00+00:00,5.0,2007.0,2.0,25.61,34.86,585,,female,765c4f31-fb3e-4b9a-955d-85897dbc3bb8,1
3072010000000.0,-21.9013,113.9015,2002-07-03 12:00:00+00:00,7.0,2002.0,82.0,25.74,34.82,7200,,,c2600a53-b81f-4107-98dc-740c3ffd6b94,1
306201000000.0,-21.9013,113.9015,2008-05-07 12:00:00+00:00,5.0,2008.0,82.0,25.74,34.82,7200,,,06f432e6-b3cb-498a-8c8b-4c72c974c90a,1
75200875612.0,12.9333,123.533,2008-05-06 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,09d33947-8846-4eca-b274-8ebaa9815374,1
122010000000.0,12.9333,123.533,2010-02-01 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,male,10fd630a-ca8c-487e-9760-c12d1c923479,1
262008000000.0,-22.98528,113.71667,2008-04-19 12:00:00+00:00,4.0,2008.0,50.0,24.99,34.86,10566,,,9507df4f-71f1-4e18-985f-cb281dae542e,1
295201000000.0,-21.9013,113.9015,2006-06-25 12:00:00+00:00,6.0,2006.0,82.0,25.74,34.82,7200,,,793c43b7-ed0b-4926-a3c3-223e16c2671e,1
257201000000.0,-23.9736,35.5122,2006-02-28 12:00:00+00:00,2.0,2006.0,2.0,25.61,34.86,585,,female,0a62b0b8-b083-4e6b-9d2f-25d6f68b554d,1
241201000000.0,21.73333,-87.05,2006-08-17 12:00:00+00:00,8.0,2006.0,87.0,26.59,36.15,15117,,male,9093e016-e448-4e5f-bc1b-7d70a73fcde2,1
104201000000.0,12.9333,123.533,2009-04-10 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,female,a6ed0708-9d5b-4eef-842f-5aceef368b81,1
247201000000.0,-23.9736,35.5122,2005-11-10 12:00:00+00:00,11.0,2005.0,2.0,25.61,34.86,585,,male,5b059cde-06c4-4203-a433-8b700f5227b3,1
8620070235.0,24.73213,-110.49686,2007-05-29 12:00:00+00:00,5.0,2007.0,239.0,24.93,34.57,11380,,,e978cf07-0c64-4010-8bac-3b784f3dbdf2,1
26720076322.0,-23.9736,35.5122,2005-05-10 12:00:00+00:00,5.0,2005.0,2.0,25.61,34.86,585,,,e8c31403-32e9-46ea-8cff-ac9c30ff93f9,1
262008000000.0,-23.0322,113.715,2008-05-25 12:00:00+00:00,5.0,2008.0,55.0,24.9,34.86,10835,,,f6bc3a9f-b146-4171-b965-c65c154120e7,1
962008000000.0,-21.9013,113.9015,2008-04-08 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,male,bf861c23-cc20-4a8f-93f8-9018bd301564,1
2472010000000.0,-23.9736,35.5122,2005-10-18 12:00:00+00:00,10.0,2005.0,2.0,25.61,34.86,585,,,17addd87-d74e-41ec-9c35-78e500872422,1
142201000000.0,-21.9013,113.9015,2004-07-30 12:00:00+00:00,7.0,2004.0,82.0,25.74,34.82,7200,,male,a08a20e0-4f85-47d7-b403-1e2577ee1150,1
10102000000000.0,26.93333,-90.53333,2007-10-10 12:00:00+00:00,10.0,2007.0,1618.0,26.14,35.98,235858,,,699dad1a-b27a-4408-828b-6ec8e7617017,1
195201000000.0,-21.9013,113.9015,2009-05-16 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,dd29d60e-74a7-4f3c-aa05-67351fab35dc,1
134201000000.0,12.9333,123.533,2008-04-12 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,0d14ca9d-f833-4cea-b83f-5e8d365a5262,1
2282010000000.0,-21.9013,113.9015,2009-05-27 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,4c16c34b-21e2-4b2f-b39d-b3de8c477e55,1
10102000000000.0,-21.9013,113.9015,2002-06-16 00:00:00+00:00,6.0,2002.0,82.0,25.74,34.82,7200,,,8e63a05d-226f-461c-ad8a-0ca575356e61,1
2282010000000.0,-21.9013,113.9015,2009-05-15 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,59a28782-9dd1-470c-9df8-53fd50d7a800,1
205201000000.0,-21.90065,113.91192,2008-05-20 12:00:00+00:00,5.0,2008.0,73.0,25.74,34.82,6315,,,ce6c1bf7-c5a2-4fd9-ac69-12c9ca34a5ee,1
25200993832.0,21.73333,-87.05,2004-08-10 12:00:00+00:00,8.0,2004.0,87.0,26.59,36.15,15117,,,e9bcc503-8772-4bf9-866c-3eb8030a9811,1
1092010000000.0,21.46667,-86.63333,2009-07-13 12:00:00+00:00,7.0,2009.0,31.0,27.57,36.04,15696,,,747dea9f-c6c3-4d7b-9a2c-00f12d2a0b4c,1
262201000000.0,12.9333,123.533,2009-02-26 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,,382aa3a6-1754-49ed-9262-5e3ede63bf9f,1
10320097350.0,12.91667,123.55,2009-03-10 12:00:00+00:00,3.0,2009.0,32.0,28.24,32.56,2714,,,7f3eb64c-d731-471e-a765-053b8abe066c,1
17920087247.0,-23.01428,35.91197,2008-04-04 12:00:00+00:00,4.0,2008.0,739.0,26.01,34.67,32761,,female,1971ae2d-7c2d-48ce-8159-f22bd9b3e103,1
8420038931.0,-22.79048,113.63952,1996-05-26 12:00:00+00:00,5.0,1996.0,60.0,25.1,34.87,8451,,male,45c180d9-4b14-44f8-9030-feefe6f9e2cb,1
296201000000.0,-22.14227,113.8511,2007-06-29 12:00:00+00:00,6.0,2007.0,33.0,,,1875,,male,751538ea-c34e-42d2-ad40-6c6300614614,1
244201000000.0,12.9333,123.533,2007-04-20 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,03089a26-e88d-457f-b7dc-1984528d349d,1
73200932343.0,-23.9736,35.5122,2009-02-25 12:00:00+00:00,2.0,2009.0,2.0,25.61,34.86,585,,,037f18ff-7b89-43f8-909b-945952add144,1
8420086054.0,12.9333,123.533,2008-04-06 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,0d6facf7-131d-4063-a201-75220f241132,1
247201000000.0,-23.9736,35.5122,2005-10-19 12:00:00+00:00,10.0,2005.0,2.0,25.61,34.86,585,,male,54a663b8-f354-459e-9a32-bf7d1e852091,1
2932010000000.0,12.9333,123.533,2008-03-24 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,8e5ff523-b74d-4e58-97ee-5dc683dad0dc,1
20720057018.0,-21.9013,113.9015,2005-07-09 12:00:00+00:00,7.0,2005.0,82.0,25.74,34.82,7200,,,8eb1a7bc-eae4-41d2-acfc-f41c8c460a0b,1
2082010000000.0,-21.9013,113.9015,2009-07-06 12:00:00+00:00,7.0,2009.0,82.0,25.74,34.82,7200,,,a45f6918-1140-4588-99b7-e641c2f4e7f8,1
3132010000000.0,-23.91667,35.53333,2008-12-10 12:00:00+00:00,12.0,2008.0,-2.0,25.61,34.86,584,,male,d76eeb52-9d43-4d99-9207-78fa080c89cd,1
2472010000000.0,-23.9736,35.5122,2005-11-14 12:00:00+00:00,11.0,2005.0,2.0,25.61,34.86,585,,male,0e9a1025-9be8-4868-8083-dbfe080bd304,1
182008000000.0,-21.9013,113.9015,2002-04-02 12:00:00+00:00,4.0,2002.0,82.0,25.74,34.82,7200,,,bed393ca-fb7c-4064-9ad8-fa14a3c3dfa1,1
136201000000.0,-21.9013,113.9015,2008-04-13 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,,62b61fe3-c190-4b97-a293-21ee8f7100b1,1
84200351754.0,-21.87783,113.96416,1997-04-30 12:00:00+00:00,4.0,1997.0,36.0,25.6,34.82,2958,,male,2b00083c-ac73-4fab-9541-d7877d2269b8,1
25420073944.0,12.9333,123.533,2007-04-22 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,4adace38-a4da-49b5-9402-e3624da5349c,1
214201000000.0,12.93222,123.53778,2007-04-17 12:00:00+00:00,4.0,2007.0,18.0,28.24,32.56,756,,,01d64a73-19b8-4b54-a4bf-bcb62498ff2c,1
145201000000.0,12.9333,123.533,2008-05-12 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,17569710-5009-4eba-84d7-c74748054207,1
3062000000000.0,-21.9013,113.9015,2003-06-29 12:00:00+00:00,6.0,2003.0,82.0,25.74,34.82,7200,,male,2d6bb268-0e9f-43b7-8c13-bd5535a67a2e,1
303201000000.0,12.9333,123.533,2008-03-28 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,40f15e6d-baf9-475a-b30f-42373cc53efa,1
2732010000000.0,16.09108,-86.84148,2005-02-16 12:00:00+00:00,2.0,2005.0,141.0,28.2,35.84,3996,,female,74f04c86-872b-4572-a94d-b936ace25df4,1
27520064274.0,12.9333,123.533,2006-04-01 12:00:00+00:00,4.0,2006.0,33.0,28.24,32.56,339,,,b2935b84-3050-4700-ba20-05bc948c3034,1
165201000000.0,-21.9013,113.9015,2006-05-11 12:00:00+00:00,5.0,2006.0,82.0,25.74,34.82,7200,,,9229b394-52aa-4172-bd43-435e9a013376,1
34200953414.0,9.93333,99.98333,2009-04-01 12:00:00+00:00,4.0,2009.0,35.0,29.21,30.34,1487,,female,4a18f13c-ee7c-466a-b2f4-4715507ef3f8,1
19820061443.0,-21.9013,113.9015,2006-06-06 12:00:00+00:00,6.0,2006.0,82.0,25.74,34.82,7200,,male,ea4ef57c-caea-4d9e-b347-18d34003e1aa,1
85200811517.0,-21.9013,113.9015,2008-04-11 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,male,8db3c4d6-806f-4d47-91e6-662ddfd0cc3f,1
17102000000000.0,16.1392,-86.9041,2006-10-16 12:00:00+00:00,10.0,2006.0,124.0,28.2,35.84,1931,,male,d247a630-c22d-4d56-a6f3-b7dac9baaadf,1
30420084745.0,12.9333,123.533,2008-04-30 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,de9787c4-773b-4707-8274-a52f4b5c4b41,1
2792010000000.0,-21.9013,113.9015,2009-05-08 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,ddca14b4-6e6b-44b6-8793-05176628e4a6,1
20620078522.0,-21.9013,113.9015,2007-05-08 12:00:00+00:00,5.0,2007.0,82.0,25.74,34.82,7200,,,bde1912f-32a6-434e-a340-c39216295f45,1
256201000000.0,-21.98333,113.9,2009-06-19 12:00:00+00:00,6.0,2009.0,45.0,25.64,34.81,3328,,male,b85c6ed8-418c-4cf4-983d-d61c9f87e208,1
196201000000.0,3.47228,72.79722,2007-06-09 12:00:00+00:00,6.0,2007.0,208.0,29.03,34.95,1078,,male,40b59a78-db8f-4154-9985-56b955a48d71,1
1352010000000.0,11.56667,42.76667,2008-12-21 12:00:00+00:00,12.0,2008.0,2.0,,,383,,,83e7529f-89ca-4b81-bb8e-d957f017312d,1
752005000000.0,16.1392,-86.9041,2005-04-21 12:00:00+00:00,4.0,2005.0,124.0,28.2,35.84,1931,,female,0c8c4c1d-598b-4c28-8578-ae289b5c531a,1
2442010000000.0,-26.78087,32.90273,2006-04-09 12:00:00+00:00,4.0,2006.0,31.0,24.68,35.17,1089,,,090fafc6-17a3-4150-9f87-6d33fb8ef78d,1
173201000000.0,12.9333,123.533,2009-03-16 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,a38db2d4-9d25-43ad-bbe2-480c0e8b8408,1
242201000000.0,12.9333,123.533,2009-02-24 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,male,21823b65-619e-41cf-bf0b-07d4e6120981,1
247201000000.0,-23.9736,35.5122,2005-11-21 12:00:00+00:00,11.0,2005.0,2.0,25.61,34.86,585,,male,0b6442d1-c0c4-440d-8b61-65c60be69e21,1
2872010000000.0,-23.9736,35.5122,2007-03-12 12:00:00+00:00,3.0,2007.0,2.0,25.61,34.86,585,,male,5002bc7c-3637-4b5b-aaf8-a244464e86d8,1
121201000000.0,16.06952,-87.00471,2009-01-12 12:00:00+00:00,1.0,2009.0,8.0,28.22,35.84,466,,female,b88cbfb2-a70d-4988-84dd-0a82ad1202e0,1
1862010000000.0,28.08333,-90.9,2009-06-11 12:00:00+00:00,6.0,2009.0,120.0,25.43,35.3,107096,,male,023f011e-e53e-4839-ae5d-043edc65e0a9,1
2342010000000.0,12.9333,123.533,2009-04-22 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,male,2bd45b51-08ef-4177-9cb1-fb7bc8da66b0,1
2842010000000.0,16.13215,-86.86355,2005-04-11 12:00:00+00:00,4.0,2005.0,42.0,28.2,35.84,1831,,,937e9492-58b1-4abc-89ea-8d06d63ec2e7,1
182201000000.0,-21.9013,113.9015,2004-06-30 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,,a7c9ffdb-f468-45a0-a830-dcd49c3dd9dc,1
198201000000.0,-23.9736,35.5122,2008-08-15 12:00:00+00:00,8.0,2008.0,2.0,25.61,34.86,585,,female,f201da90-d80e-40b8-a77b-0674e14f2973,1
1792010000000.0,21.55,-86.63333,2009-09-03 12:00:00+00:00,9.0,2009.0,36.0,27.49,36.05,17445,,male,e21fe7f4-c2a0-4ecd-bc16-df97b9fea82c,1
275201000000.0,-21.9013,113.9015,2008-05-27 12:00:00+00:00,5.0,2008.0,82.0,25.74,34.82,7200,,,28d9db44-ac44-403c-a735-16da490706f5,1
303201000000.0,12.9333,123.533,2008-03-29 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,650297df-cfe0-4781-ba43-12e17c00d23b,1
311201000000.0,11.57652,42.8215,2009-01-24 12:00:00+00:00,1.0,2009.0,-37.0,,,-742,,female,93e19395-3695-45fb-8693-b3eb7d7f42cb,1
30320088288.0,12.9333,123.533,2008-03-29 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,bf4bd40b-513d-456c-8e13-0b683308530f,1
11020051231.0,-21.9013,113.9015,1998-05-31 12:00:00+00:00,5.0,1998.0,82.0,25.74,34.82,7200,,male,cb5d9afd-f946-4890-8827-74c9af693d9d,1
30122000000000.0,16.1392,-86.9041,2008-11-19 12:00:00+00:00,11.0,2008.0,124.0,28.2,35.84,1931,,female,5a647db7-beb4-428b-9469-6d5a36b4a2f0,1
193201000000.0,12.9333,123.533,2009-03-19 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,6b136e77-1d55-470d-b5a5-5c78b0ae96c6,1
1922010000000.0,12.93167,123.53833,2008-02-16 12:00:00+00:00,2.0,2008.0,18.0,28.24,32.56,841,,,7c42730f-df78-4a71-926e-95527dd977db,1
1592010000000.0,21.55,-86.63333,2009-09-03 12:00:00+00:00,9.0,2009.0,36.0,27.49,36.05,17445,,male,fba5e39d-632f-4d54-8cfd-cc1eb49d5590,1
26200802026.0,-21.9013,113.9015,2008-05-26 12:00:00+00:00,5.0,2008.0,82.0,25.74,34.82,7200,,,860d7784-15b1-421d-af15-d0033b0ce74c,1
185201000000.0,-23.9736,35.5122,2008-11-26 12:00:00+00:00,11.0,2008.0,2.0,25.61,34.86,585,,male,1fc7e823-146c-48d2-9926-04b1551c0657,1
522010000000.0,21.76667,-87.13333,2005-07-11 12:00:00+00:00,7.0,2005.0,2.0,26.48,36.16,18188,,male,2c5a69f9-de80-4267-8f49-e33a3f26c9b1,1
247201000000.0,-23.9736,35.5122,2005-11-19 12:00:00+00:00,11.0,2005.0,2.0,25.61,34.86,585,,male,00b5bf7d-f65a-4257-8ea6-824fb427b3db,1
3102000000000.0,-21.9013,113.9015,2004-04-14 12:00:00+00:00,4.0,2004.0,82.0,25.74,34.82,7200,,,bcef5c83-f57f-417a-877b-2009930cc20b,1
144201000000.0,12.91667,123.51667,2009-04-14 12:00:00+00:00,4.0,2009.0,113.0,28.24,32.56,2537,,,556565eb-9e7c-4241-9deb-bf69e7fa5431,1
254201000000.0,12.9333,123.533,2007-04-21 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,a7c63af6-a116-4213-bacc-f7f7aac3e004,1
2672010000000.0,-23.9736,35.5122,2006-01-29 12:00:00+00:00,1.0,2006.0,2.0,25.61,34.86,585,,female,53f4b58a-ab96-4ece-8512-5180df701cfb,1
187201000000.0,12.9,123.58334,2008-03-27 12:00:00+00:00,3.0,2008.0,10.0,28.11,32.56,843,,,94ddbdd1-2fe3-401e-a849-034e221037e9,1
305201000000.0,-23.86794,35.39028,2005-05-09 12:00:00+00:00,5.0,2005.0,-10.0,25.35,34.78,-184,,female,d05b0d27-8b84-4efa-938b-1f2bb33fc0f2,1
1032010000000.0,29.76667,-87.03333,2004-10-01 12:00:00+00:00,10.0,2004.0,203.0,24.5,32.98,63451,,,e6cebf1f-c5f3-4df8-b10d-b7c7f73937f3,1
25320093393.0,12.9333,123.533,2009-03-25 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,056e9bcf-27ed-4109-83d6-989603c92cd6,1
311201000000.0,11.57853,42.79077,2009-01-23 12:00:00+00:00,1.0,2009.0,2.0,,,129,,male,a371b744-ec2a-40e8-872c-74ee65d34d4d,1
3320093236.0,-23.9736,35.5122,2008-11-26 12:00:00+00:00,11.0,2008.0,2.0,25.61,34.86,585,,male,653c8ce5-6483-4534-952f-4282c156723e,1
4102000000000.0,-21.9013,113.9015,2004-05-15 12:00:00+00:00,5.0,2004.0,82.0,25.74,34.82,7200,,,b55e3fa1-12dc-4789-ae4f-fbc2671312dc,1
2352010000000.0,16.1392,-86.9041,2005-04-16 00:00:00+00:00,4.0,2005.0,124.0,28.2,35.84,1931,,,e3275b90-762e-4d58-ad1f-c6d913d87734,1
224201000000.0,-23.0322,113.715,2005-04-04 12:00:00+00:00,4.0,2005.0,55.0,24.9,34.86,10835,,,4000926e-b843-434b-8a8d-69b220813b22,1
27320095332.0,12.9333,123.533,2009-03-27 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,50aff69f-15ba-4113-a398-2af102da05b6,1
19112000000000.0,-10.5019,105.6772,2008-01-27 12:00:00+00:00,1.0,2008.0,611.0,28.0,34.05,179,,,9edde956-ecb5-4b9c-8b2b-7b44814a1dec,1
1552010000000.0,-21.9013,113.9015,2009-04-30 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,509c0283-c721-42c8-9929-70d194f4ccd8,1
262201000000.0,12.9333,123.533,2010-02-26 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,,58e3c6fd-46ea-4358-ba1a-cffb4cd4e8cf,1
2442010000000.0,-23.0322,113.715,2003-06-08 12:00:00+00:00,6.0,2003.0,55.0,24.9,34.86,10835,,,2f978b37-d7d2-4b76-be3f-110c2fe454c9,1
166201000000.0,-21.9013,113.9015,2007-06-07 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,male,e0b80eef-0612-412a-8c87-a49df581fc3a,1
2682010000000.0,-21.9013,113.9015,2009-06-07 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,257fd0d5-bf78-4bdf-b0c1-d237d9c44ba9,1
293201000000.0,12.9333,123.533,2009-03-29 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,d41347da-2f6d-4c09-a09e-6f0566bae00a,1
75200875020.0,12.9333,123.533,2008-05-06 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,74b76a2e-9675-458b-b6ec-c38d893a3033,1
309201000000.0,-21.9013,113.9015,2009-04-07 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,4bf5c1a4-875e-47f1-aa2e-9733d1eff708,1
59200803857.0,-7.91056,39.64,2008-02-27 12:00:00+00:00,2.0,2008.0,2.0,27.63,33.35,1287,,male,051d1ed1-b9b5-416d-9b41-d0650ba6fad4,1
94200714851.0,12.93694,123.54556,2007-04-04 12:00:00+00:00,4.0,2007.0,13.0,28.24,32.56,1240,,female,a99125d8-c808-4a52-a170-44eb6678169e,1
132006000000.0,-23.0322,113.715,2002-05-26 12:00:00+00:00,5.0,2002.0,55.0,24.9,34.86,10835,,male,bb5c35a7-856d-417c-9acc-84f02535019b,1
214201000000.0,12.92028,123.54778,2007-04-03 12:00:00+00:00,4.0,2007.0,29.0,28.24,32.56,2454,,,d5138d69-c0c1-4d5b-b521-71a4759701a1,1
2582010000000.0,-21.9013,113.9015,2004-07-09 12:00:00+00:00,7.0,2004.0,82.0,25.74,34.82,7200,,,277397cf-9031-428d-9993-abfd909a332e,1
1542010000000.0,12.9333,123.533,2009-04-12 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,,1382deee-3d6f-45ce-8239-083f969b6936,1
284201000000.0,-21.9013,113.9015,2001-04-27 12:00:00+00:00,4.0,2001.0,82.0,25.74,34.82,7200,,,e551609b-c5e2-41bd-8ff2-dc6f9eaebac2,1
45200518350.0,-21.9013,113.9015,2001-06-08 12:00:00+00:00,6.0,2001.0,82.0,25.74,34.82,7200,,,f8d106ea-5d74-4af0-9804-35a1287ba0ac,1
118200000000.0,-21.9013,113.9015,2003-06-10 12:00:00+00:00,6.0,2003.0,82.0,25.74,34.82,7200,,female,a22922c0-d864-4362-8169-4eaa47062807,1
294201000000.0,12.9333,123.533,2008-04-29 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,855833a4-ca7f-4c6a-b9a5-7c50b17fe03d,1
26122000000000.0,-21.9013,113.9015,2007-06-13 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,,acb88a4a-45dd-4155-979e-3a5ccbb6eee1,1
