,decimalLatitude,decimalLongitude
135,-10.5019,105.6772
136,-21.9013,113.9015
137,12.9333,123.533
138,-23.0322,113.715
139,-21.9013,113.9015
140,-21.9013,113.9015
141,12.9333,123.533
142,12.9333,123.533
143,-21.9013,113.9015
144,-7.91056,39.64
145,12.93694,123.54556
146,-23.0322,113.715
147,12.92028,123.54778
148,-21.9013,113.9015
149,12.9333,123.533
150,-21.9013,113.9015
151,-21.9013,113.9015
152,-21.9013,113.9015
153,12.9333,123.533
154,-21.9013,113.9015
155,-23.0322,113.715
156,-21.9013,113.9015
157,-21.9013,113.9015
158,-21.9013,113.9015
159,-21.9013,113.9015
160,11.60083,42.80455
161,-21.9013,113.9015
162,21.76667,-87.12278
163,-21.89298,113.93568
164,-23.88333,35.53333
165,-21.9013,113.9015
166,-21.9013,113.9015
167,3.49167,72.90417
168,-21.9013,113.9015
169,12.9333,123.533
170,-23.9736,35.5122
171,12.9333,123.533
172,12.9333,123.533
173,-21.9013,113.9015
174,12.9333,123.533
175,12.9333,123.533
176,-21.9013,113.9015
177,-23.9736,35.5122
178,-23.00497,113.74108
179,-21.9013,113.9015
180,-21.9013,113.9015
181,-23.9736,35.5122
182,-21.9013,113.9015
183,-21.9013,113.9015
184,12.9333,123.533
185,-23.9736,35.5122
186,12.9333,123.533
187,-21.9013,113.9015
188,-21.9013,113.9015
189,-23.87639,35.56694
190,12.9333,123.533
191,-23.0322,113.715
192,-21.94158,113.91328
193,21.55,-86.63333
194,-21.95,113.9
195,-21.9013,113.9015
196,12.9333,123.533
197,-23.88333,35.55
198,12.9333,123.533
199,12.9333,123.533
200,-21.9013,113.9015
201,-10.5,105.66666
202,12.93333,123.51667
203,12.9333,123.533
204,-21.9013,113.9015
205,12.9333,123.533
206,-23.9736,35.5122
207,12.9333,123.533
208,-21.9013,113.9015
209,7.8,98.61667
210,-21.9013,113.9015
211,-23.0322,113.715
212,-23.0322,113.715
213,-21.9013,113.9015
214,-23.9736,35.5122
215,-21.96348,113.90485
216,12.9333,123.533
217,12.9333,123.533
218,-23.0322,113.715
219,-21.9013,113.9015
220,12.93333,123.53333
221,-21.9013,113.9015
222,12.9333,123.533
223,-21.9013,113.9015
224,-21.9013,113.9015
225,-21.9013,113.9015
226,-21.9013,113.9015
227,-21.9013,113.9015
228,-21.9013,113.9015
229,12.9,123.58334
230,-23.9736,35.5122
231,-21.9013,113.9015
232,-21.9013,113.9015
233,12.9333,123.533
234,12.91667,123.53333
235,-7.76667,113.26667
236,-21.9013,113.9015
237,12.91667,123.51667
238,-21.9013,113.9015
239,-7.76667,113.26667
240,-21.9013,113.9015
241,-21.9013,113.9015
242,3.475,72.8375
243,-21.9013,113.9015
244,-21.9013,113.9015
245,-23.0322,113.715
246,-23.0322,113.715
247,12.9333,123.533
248,12.9333,123.533
249,-21.9013,113.9015
250,-21.9013,113.9015
251,12.9333,123.533
252,12.92083,123.56583
253,-22.00898,113.89678
254,-21.93287,113.90722
255,-23.0322,113.715
256,-23.9736,35.5122
257,-23.9736,35.5122
258,-23.0322,113.715
259,-23.0322,113.715
260,-23.0322,113.715
261,12.91667,123.53333
262,-23.9736,35.5122
263,-21.9013,113.9015
264,-21.9013,113.9015
265,16.1392,-86.9041
266,-23.0322,113.715
267,28.08333,-90.9
268,12.9333,123.533
269,-23.0322,113.715
270,12.9333,123.533
271,12.9333,123.533
272,12.9333,123.533
273,12.9333,123.533
274,-23.88333,35.55
275,16.08333,-87.0
276,12.9333,123.533
277,-23.0322,113.715
278,-23.9736,35.5122
279,12.9333,123.533
280,-22.01667,113.88333
281,-23.9736,35.5122
282,-21.88315,113.93647
283,-21.9013,113.9015
284,-23.86889,35.55611
285,12.9333,123.533
286,-21.9013,113.9015
287,-21.96667,113.9
288,12.9333,123.533
289,-21.9013,113.9015
290,-21.9013,113.9015
291,-21.9013,113.9015
292,-21.9013,113.9015
293,12.93333,123.51667
294,-21.90857,113.92498
295,12.93917,123.53806
296,-21.9013,113.9015
297,12.9333,123.533
298,-21.9013,113.9015
299,10.16667,99.76667
300,-21.9013,113.9015
301,12.9333,123.533
302,12.9333,123.533
303,12.9333,123.533
304,-21.92743,113.89613
305,30.03333,-87.0
306,21.56194,-86.82056
307,-22.895,113.6865
308,-21.9013,113.9015
309,-21.9013,113.9015
310,-21.87625,113.93972
311,-21.9013,113.9015
312,-23.9736,35.5122
313,25.11667,55.15
314,-23.0322,113.715
315,-21.9013,113.9015
316,12.9333,123.533
317,-23.9736,35.5122
318,-21.9013,113.9015
319,12.9333,123.533
320,12.9333,123.533
321,12.9333,123.533
322,12.9333,123.533
323,12.9333,123.533
324,-22.99195,113.73251
325,-23.9736,35.5122
326,12.9333,123.533
327,-21.9013,113.9015
328,12.9333,123.533
329,12.9333,123.533
330,-10.5019,105.6772
331,-23.9736,35.5122
332,12.9333,123.533
333,-21.9013,113.9015
334,-21.9013,113.9015
335,-21.9013,113.9015
336,21.35,115.08334
337,12.9333,123.533
338,12.9333,123.533
339,-21.9013,113.9015
340,-23.0322,113.715
341,12.9333,123.533
342,-22.05187,113.88785
343,-21.9013,113.9015
344,12.9333,123.533
345,-23.0322,113.715
346,12.93333,123.53333
347,12.93333,123.51667
348,-23.9736,35.5122
349,-21.9013,113.9015
350,-23.9736,35.5122
351,-21.9013,113.9015
352,-22.06694,113.88
353,28.89618,-113.49578
354,-21.9013,113.9015
355,-21.9013,113.9015
356,-21.97552,113.90984
357,16.1,-86.85
358,-23.9736,35.5122
359,-21.9013,113.9015
360,12.9333,123.533
361,12.9333,123.533
362,6.34972,115.64445
363,12.9,123.53333
364,-26.81667,32.88334
365,-23.0322,113.715
366,12.9333,123.533
367,3.49167,72.90417
368,-21.9013,113.9015
369,12.9333,123.533
370,-21.9013,113.9015
371,-21.9013,113.9015
372,-21.9013,113.9015
373,-21.9013,113.9015
374,-22.81367,113.669
375,-21.9013,113.9015
376,-21.9013,113.9015
377,12.9333,123.533
378,12.9333,123.533
379,-23.9736,35.5122
380,-21.9013,113.9015
381,21.73333,-87.1
382,-23.9736,35.5122
383,-3.66667,39.8
384,-23.9736,35.5122
385,12.9333,123.533
386,16.1392,-86.9041
387,12.9333,123.533
388,-23.0322,113.715
389,-23.9736,35.5122
390,-23.9736,35.5122
391,-22.86867,113.72916
392,12.9333,123.533
393,12.9333,123.533
394,-23.86667,35.55
395,12.9333,123.533
396,-23.0322,113.715
397,28.89444,-113.49139
398,-23.0322,113.715
399,-23.0322,113.715
400,-23.0322,113.715
401,-29.63333,31.0
402,-23.9736,35.5122
403,-23.86667,35.55
404,12.9333,123.533
405,-21.9013,113.9015
406,28.88333,-113.48333
407,-4.0,39.0
408,-21.9013,113.9015
409,-23.0322,113.715
410,-22.0,113.88333
411,9.95917,125.23833
412,16.1392,-86.9041
413,12.9333,123.533
414,-21.9013,113.9015
415,-23.0322,113.715
416,-10.48611,105.63
417,-21.9013,113.9015
418,-21.9013,113.9015
419,12.9333,123.533
420,-23.0322,113.715
421,-21.86667,113.91666
422,-21.9013,113.9015
423,12.9333,123.533
424,-21.9013,113.9015
425,12.9333,123.533
426,-21.9013,113.9015
427,-21.9013,113.9015
428,-21.9013,113.9015
429,-23.9736,35.5122
430,-21.9013,113.9015
431,-23.0322,113.715
432,-21.9013,113.9015
433,-23.0322,113.715
434,-23.9736,35.5122
435,-23.9736,35.5122
436,12.9333,123.533
437,12.9333,123.533
438,12.9333,123.533
439,-23.0322,113.715
440,-21.9013,113.9015
441,-22.00142,113.89848
442,-23.9736,35.5122
443,-10.5019,105.6772
444,16.15,-86.93333
445,-21.9013,113.9015
446,-10.47167,105.70917
447,16.1392,-86.9041
448,-23.9,35.53333
449,-26.76667,32.88334
450,12.9333,123.533
451,16.1392,-86.9041
452,-21.9013,113.9015
453,12.9333,123.533
454,12.9333,123.533
455,-21.9013,113.9015
456,12.9333,123.533
457,12.9333,123.533
458,12.9333,123.533
459,-23.0322,113.715
460,-21.9013,113.9015
461,12.93333,123.53333
462,-21.9013,113.9015
463,12.94417,123.54556
464,-21.9013,113.9015
465,-21.9013,113.9015
466,-7.91417,39.64433
467,-21.9013,113.9015
468,-21.9013,113.9015
469,-21.9013,113.9015
470,-21.9013,113.9015
471,-22.95667,113.71667
472,12.9333,123.533
473,12.9333,123.533
474,-23.0322,113.715
475,-23.9736,35.5122
476,-23.89444,35.56083
477,-21.9013,113.9015
478,-23.9736,35.5122
479,11.57652,42.8215
480,-23.9736,35.5122
481,-21.9013,113.9015
482,12.9333,123.533
483,-23.85,35.55
484,-23.0322,113.715
485,-21.9013,113.9015
486,-21.9013,113.9015
487,21.55,-86.63333
488,28.88333,-113.5
489,-21.9013,113.9015
490,-23.9736,35.5122
491,-23.0322,113.715
492,9.35,98.01667
493,-21.9013,113.9015
494,-23.0322,113.715
495,-21.9013,113.9015
496,-23.9736,35.5122
497,-21.98833,113.90334
498,12.9333,123.533
499,-21.9013,113.9015
500,12.9333,123.533
501,12.9333,123.533
502,-21.9013,113.9015
503,-22.99168,113.72967
504,24.93087,35.86895
505,12.93833,123.54472
506,-21.9013,113.9015
507,-23.9736,35.5122
508,-23.86667,35.55
509,-21.9013,113.9015
510,-21.9013,113.9015
511,12.9333,123.533
512,-21.9013,113.9015
513,-21.9013,113.9015
514,-23.9736,35.5122
515,-21.9013,113.9015
516,12.9333,123.533
517,-21.96667,113.9
518,28.89305,-113.49445
519,12.9333,123.533
520,-23.0322,113.715
521,12.9333,123.533
522,-21.98372,113.90228
523,12.9333,123.533
524,12.9333,123.533
525,-23.0322,113.715
526,-23.89639,35.55472
527,-23.9736,35.5122
528,21.76694,-87.10833
529,-19.41667,116.48333
530,-21.95,113.91278
531,-23.9736,35.5122
532,16.1392,-86.9041
533,-23.9736,35.5122
534,-21.9013,113.9015
535,16.1392,-86.9041
536,-21.9013,113.9015
537,3.47188,72.79736
538,28.88333,-113.48333
539,12.9333,123.533
540,-21.9013,113.9015
541,3.46953,72.85727
542,-21.9013,113.9015
543,-23.0322,113.715
544,-21.9013,113.9015
545,-21.9013,113.9015
546,-21.9013,113.9015
547,16.3375,-88.428
548,21.55,-86.63333
549,12.9333,123.533
550,-23.9736,35.5122
551,-21.9013,113.9015
552,11.56667,42.76667
553,12.91667,123.51667
554,-21.9013,113.9015
555,12.9333,123.533
556,-21.8656,113.93995
557,12.9333,123.533
558,-21.9013,113.9015
559,-21.83317,114.01442
560,-23.0322,113.715
561,-21.9013,113.9015
562,12.9333,123.533
563,12.9333,123.533
564,12.9333,123.533
565,-23.86667,35.55
566,-21.9013,113.9015
567,-21.9013,113.9015
568,-23.9736,35.5122
569,-21.02583,113.88898
570,-23.9736,35.5122
571,-21.9013,113.9015
572,12.9333,123.533
573,16.1392,-86.9041
574,12.9333,123.533
575,-23.0322,113.715
576,21.66,-87.01694
577,12.9333,123.533
578,16.1392,-86.9041
579,12.91667,123.51667
580,-21.9013,113.9015
581,-21.9013,113.9015
582,-23.9736,35.5122
583,7.78333,98.51667
584,-23.9736,35.5122
585,-21.9013,113.9015
586,-23.9736,35.5122
587,-23.9736,35.5122
588,-21.9013,113.9015
589,21.6,-86.85
590,-23.86667,35.55
591,-23.0322,113.715
592,-21.9013,113.9015
593,-21.9013,113.9015
594,12.9333,123.533
595,-21.9013,113.9015
596,21.46667,-86.63333
597,-22.0,113.0
598,12.9333,123.533
599,-23.9736,35.5122
600,-23.9736,35.5122
601,12.9333,123.533
602,-23.0322,113.715
603,12.9333,123.533
604,12.93333,123.53333
605,-21.9013,113.9015
606,12.91389,123.53111
607,24.02917,121.63861
608,-23.9736,35.5122
609,21.51667,-86.6
610,-23.85,35.55
611,-23.0322,113.715
612,12.9333,123.533
613,-23.0322,113.715
614,16.1392,-86.9041
615,12.91667,123.51667
616,-23.9736,35.5122
617,-21.9013,113.9015
618,-23.0322,113.715
619,-21.9013,113.9015
620,12.9333,123.533
621,16.1392,-86.9041
622,12.9333,123.533
623,12.9333,123.533
624,-21.9013,113.9015
625,10.16667,99.76667
626,-21.9013,113.9015
627,-23.9,35.53333
628,-23.0322,113.715
629,12.9333,123.533
630,-23.0322,113.715
631,12.9333,123.533
632,-23.9736,35.5122
633,-21.9013,113.9015
634,-21.9013,113.9015
635,16.15105,-86.88713
636,12.9333,123.533
637,-21.95212,113.88242
638,-21.9013,113.9015
639,12.9333,123.533
640,9.93333,99.98333
641,-23.9736,35.5122
642,12.9333,123.533
643,16.11667,-86.98333
644,-23.9736,35.5122
645,-21.9013,113.9015
646,-22.09167,113.86945
647,-21.9013,113.9015
648,-21.9013,113.9015
649,-21.9013,113.9015
650,21.67639,-87.07389
651,12.9333,123.533
652,-23.9736,35.5122
653,16.09362,-86.84502
654,12.9333,123.533
655,-22.92967,113.72266
656,-21.9013,113.9015
657,12.9333,123.533
658,-22.75,113.61667
659,-21.9013,113.9015
660,-23.85,35.53333
661,-21.9013,113.9015
662,-21.9013,113.9015
663,-21.9013,113.9015
664,-21.9013,113.9015
665,-21.9013,113.9015
666,12.9333,123.533
667,-21.9013,113.9015
668,-21.9013,113.9015
669,-21.9013,113.9015
670,12.92556,123.53861
671,12.47417,-69.99583
672,-21.9013,113.9015
673,-23.9,35.53333
674,12.9,123.56667
675,12.9333,123.533
676,-23.0322,113.715
677,-23.90694,35.53861
678,-21.9013,113.9015
679,-23.88333,35.55
680,-21.9013,113.9015
681,20.56667,-87.1
682,-21.9013,113.9015
683,-23.9736,35.5122
684,-23.0322,113.715
685,12.9333,123.533
686,-23.9736,35.5122
687,-21.9013,113.9015
688,-21.9013,113.9015
689,12.9333,123.533
690,12.9333,123.533
691,-22.98405,113.74802
692,-21.9013,113.9015
693,6.33142,99.31934
694,-21.9013,113.9015
695,-21.9013,113.9015
696,21.5,-86.65
697,-21.9013,113.9015
698,-21.9013,113.9015
699,27.9232,34.37048
700,-21.9013,113.9015
701,27.79194,34.26111
702,12.9333,123.533
703,-21.9013,113.9015
704,-21.65,113.9
705,12.93333,123.51667
706,12.9333,123.533
707,-21.9013,113.9015
708,16.1392,-86.9041
709,12.95,123.5
710,-23.0322,113.715
711,-21.9013,113.9015
712,-21.9013,113.9015
713,-21.9013,113.9015
714,-21.9013,113.9015
715,12.9333,123.533
716,5.54361,-87.05695
717,12.9333,123.533
718,21.4742,-86.62035
719,21.79361,-87.26889
720,12.9333,123.533
721,-21.9013,113.9015
722,-23.0322,113.715
723,-23.9736,35.5122
724,-22.0942,113.86806
725,-23.9736,35.5122
726,21.57361,-86.82889
727,-21.9013,113.9015
728,12.9333,123.533
729,12.9333,123.533
730,9.387,97.97884
731,-23.9736,35.5122
732,-23.9736,35.5122
733,-23.0322,113.715
734,12.9333,123.533
735,10.16667,99.76667
736,-21.9013,113.9015
737,-21.9013,113.9015
738,12.9333,123.533
739,-21.9013,113.9015
740,12.9333,123.533
741,-21.9013,113.9015
742,-22.91195,113.75267
743,12.9333,123.533
744,-21.9013,113.9015
745,12.9333,123.533
746,-21.9013,113.9015
747,-21.9013,113.9015
748,-23.0322,113.715
749,-21.97568,113.90802
750,-23.9736,35.5122
751,9.36278,98.02194
752,16.13137,-86.86359
753,-23.0322,113.715
754,9.93333,99.98333
755,12.9333,123.533
756,-21.99694,113.87861
757,12.9333,123.533
758,12.9333,123.533
759,-21.9013,113.9015
760,-23.9736,35.5122
761,-23.9736,35.5122
762,12.9333,123.533
763,-10.5019,105.6772
764,-23.0322,113.715
765,-21.9013,113.9015
766,-21.9013,113.9015
767,3.46685,72.8213
768,-21.9013,113.9015
769,16.13478,-86.86653
770,12.9333,123.533
771,-21.89912,113.9468
772,12.93056,123.53361
773,-21.9013,113.9015
774,16.1392,-86.9041
775,-21.9358,113.91593
776,11.57652,42.8215
777,-23.9736,35.5122
778,12.9,123.53333
779,21.55,-86.63333
780,-23.9736,35.5122
781,-21.9013,113.9015
782,12.9333,123.533
783,12.9333,123.533
784,-21.9013,113.9015
785,-21.9013,113.9015
786,-23.88333,35.5
787,-21.9013,113.9015
788,-23.9736,35.5122
789,-21.9013,113.9015
790,28.25306,-91.66055
791,-23.0322,113.715
792,-21.9013,113.9015
793,-21.9013,113.9015
794,12.93333,123.53333
795,-21.9013,113.9015
796,28.91667,-113.48333
797,-23.0322,113.715
798,9.9462,97.86292
799,-21.9013,113.9015
800,-21.9013,113.9015
801,16.1392,-86.9041
802,-21.9013,113.9015
803,-21.9013,113.9015
804,-23.9736,35.5122
805,-21.9013,113.9015
806,-23.9736,35.5122
807,12.9333,123.533
808,-19.41667,116.48333
809,26.16667,-82.83334
810,12.9333,123.533
811,-22.77715,113.64973
812,11.57652,42.8215
813,12.94139,123.54472
814,-23.9736,35.5122
815,-21.9013,113.9015
816,-23.0322,113.715
817,-21.9013,113.9015
818,-21.9013,113.9015
819,12.9333,123.533
820,12.9333,123.533
821,12.91667,123.51667
822,-23.9736,35.5122
823,3.47272,72.79905
824,-21.9013,113.9015
825,-22.23412,113.82457
826,-23.0322,113.715
827,-23.0322,113.715
828,12.9333,123.533
829,-21.9013,113.9015
830,12.9333,123.533
831,12.93333,123.55
832,12.9333,123.533
833,12.9333,123.533
834,12.9333,123.533
835,-23.0322,113.715
836,-23.9736,35.5122
837,28.9,-113.46667
838,-21.9013,113.9015
839,12.9333,123.533
840,12.9333,123.533
841,16.1392,-86.9041
842,7.10833,72.54166
843,16.1392,-86.9041
844,-21.9013,113.9015
845,-23.0322,113.715
846,-23.86794,35.39028
847,-22.0037,113.8972
848,-19.90195,115.34306
849,-21.94178,113.91455
850,-23.9736,35.5122
851,-21.9013,113.9015
852,21.55,-86.63333
853,12.9333,123.533
854,-23.85,35.55
855,-21.9013,113.9015
856,-23.0322,113.715
857,-21.9013,113.9015
858,-23.0322,113.715
859,-21.9013,113.9015
860,12.9333,123.533
861,-21.9013,113.9015
862,25.30635,34.86325
863,-23.0322,113.715
864,-23.0322,113.715
865,-21.9013,113.9015
866,-23.88333,35.53333
867,-21.9013,113.9015
868,16.06952,-87.00471
869,-23.9736,35.5122
870,-23.86667,35.55
871,12.9333,123.533
872,-21.9013,113.9015
873,-21.9013,113.9015
874,-21.91567,113.9265
875,-23.0322,113.715
876,12.9333,123.533
877,-23.0322,113.715
878,-21.9013,113.9015
879,-21.9013,113.9015
880,-10.5019,105.6772
881,-21.9013,113.9015
882,-21.9013,113.9015
883,-21.9013,113.9015
884,-21.9013,113.9015
885,12.9333,123.533
886,-23.0322,113.715
887,-23.9736,35.5122
888,6.4921,117.92216
889,21.46667,-86.63333
890,12.9333,123.533
891,12.9333,123.533
892,-21.9013,113.9015
893,12.9333,123.533
894,10.16667,99.76667
895,16.1392,-86.9041
896,-21.92135,113.9172
897,-21.818,113.96733
898,-21.9013,113.9015
899,12.9333,123.533
900,-21.9013,113.9015
901,-21.85,113.95
902,-23.9736,35.5122
903,12.9333,123.533
904,12.9333,123.533
905,-21.9013,113.9015
906,-21.9013,113.9015
907,-21.9013,113.9015
908,21.55,-86.63333
909,16.1392,-86.9041
910,3.49833,72.90222
911,-21.9013,113.9015
912,-21.9013,113.9015
913,-23.0322,113.715
914,-23.9736,35.5122
915,-21.9013,113.9015
916,28.88333,-113.5
917,-23.9736,35.5122
918,-23.9736,35.5122
919,12.9333,123.533
920,-21.9013,113.9015
921,-21.9013,113.9015
922,12.9333,123.533
923,12.9333,123.533
924,-10.5019,105.6772
925,-23.9736,35.5122
926,-11.91667,43.25
927,-21.9013,113.9015
928,-21.9013,113.9015
929,16.1392,-86.9041
930,-21.9013,113.9015
931,-21.9013,113.9015
932,12.9333,123.533
933,-21.9013,113.9015
934,-23.9736,35.5122
935,3.475,72.8375
936,-21.9013,113.9015
937,-23.9736,35.5122
938,-21.9013,113.9015
939,-21.9013,113.9015
940,-23.9736,35.5122
941,-21.9013,113.9015
942,11.57853,42.79077
943,-21.9013,113.9015
944,-23.9736,35.5122
945,-23.9736,35.5122
946,-21.9013,113.9015
947,-21.9013,113.9015
948,-21.9013,113.9015
949,-21.9013,113.9015
950,-23.9736,35.5122
951,-21.9013,113.9015
952,1.37944,-91.81111
953,28.89222,-113.50111
954,-21.9013,113.9015
955,-21.9013,113.9015
956,-23.9736,35.5122
957,-23.9736,35.5122
958,-21.9013,113.9015
959,12.9333,123.533
960,-22.01667,113.88333
961,12.9333,123.533
962,-21.9013,113.9015
963,-21.9013,113.9015
964,9.93333,99.98333
965,-21.9013,113.9015
966,28.9,-113.46667
967,-21.9013,113.9015
968,-23.0322,113.715
969,-23.0322,113.715
970,12.9333,123.533
971,-21.9013,113.9015
972,12.9333,123.533
973,-21.9013,113.9015
974,12.90778,123.59778
975,-23.9736,35.5122
976,12.9333,123.533
977,-21.9013,113.9015
978,-21.9013,113.9015
979,12.9333,123.533
980,12.9333,123.533
981,-23.0322,113.715
982,-23.9736,35.5122
983,9.93333,99.98333
984,-23.0322,113.715
985,-21.9013,113.9015
986,-21.9013,113.9015
987,12.91667,123.51667
988,-19.58333,116.43333
989,-21.9013,113.9015
990,-23.9736,35.5122
991,12.9333,123.533
992,12.9333,123.533
993,12.9333,123.533
994,16.1392,-86.9041
995,-23.0322,113.715
996,-22.04888,113.88148
997,-21.9013,113.9015
998,-21.9013,113.9015
999,-21.9013,113.9015
1000,12.91667,123.51667
1001,-21.9013,113.9015
1002,-21.9013,113.9015
1003,-23.91361,35.54667
1004,21.56672,-86.8315
1005,-23.9736,35.5122
1006,-26.83333,32.88334
1007,-23.0322,113.715
1008,-23.9736,35.5122
1009,-23.0322,113.715
1010,-21.9013,113.9015
1011,-21.9013,113.9015
1012,-21.9013,113.9015
1013,21.55,-86.63333
1014,12.9333,123.533
1015,-21.83713,113.99625
1016,-23.0322,113.715
1017,12.9333,123.533
1018,-23.0322,113.715
1019,12.9333,123.533
1020,-21.9013,113.9015
1021,5.97778,116.00611
1022,-23.86667,35.55
1023,12.9333,123.533
1024,-21.9013,113.9015
1025,-23.0322,113.715
1026,10.16667,99.76667
1027,-21.9013,113.9015
1028,-23.86667,35.55
1029,12.9333,123.533
1030,28.88333,-113.5
1031,-23.9736,35.5122
1032,12.9333,123.533
1033,3.47222,72.84084
1034,-22.0348,113.87652
1035,12.9333,123.533
1036,12.91667,123.53333
1037,-21.9013,113.9015
1038,12.9333,123.533
1039,-23.9736,35.5122
1040,-10.5019,105.6772
1041,12.9333,123.533
1042,-21.9013,113.9015
1043,12.9333,123.533
1044,-23.0322,113.715
1045,12.9333,123.533
1046,28.88333,-113.48333
1047,-21.9614,113.90745
1048,12.9333,123.533
1049,12.9333,123.533
1050,12.9333,123.533
1051,-21.9013,113.9015
1052,12.9333,123.533
1053,-23.0322,113.715
1054,12.9333,123.533
1055,-23.86794,35.39028
1056,12.9333,123.533
1057,12.9333,123.533
1058,-19.9,115.11667
1059,-23.0322,113.715
1060,-23.9736,35.5122
1061,12.93111,123.52944
1062,-12.91667,100.76667
1063,12.9333,123.533
1064,-23.83333,35.53333
1065,10.81944,99.49277
1066,-23.0322,113.715
1067,12.9333,123.533
1068,-23.9736,35.5122
1069,-21.9013,113.9015
1070,-23.88333,35.55
1071,12.9333,123.533
1072,-21.9013,113.9015
1073,-21.9013,113.9015
1074,-21.98017,113.89787
1075,-21.9013,113.9015
1076,12.92972,123.53111
1077,-21.9013,113.9015
1078,-21.9013,113.9015
1079,16.1392,-86.9041
1080,-23.9736,35.5122
1081,-23.0322,113.715
1082,-21.9013,113.9015
1083,-21.9013,113.9015
1084,12.9333,123.533
1085,3.49167,72.9
1086,-21.9013,113.9015
1087,12.9333,123.533
1088,-23.9736,35.5122
1089,-23.0322,113.715
1090,10.16667,99.76667
1091,11.56667,42.76667
1092,12.9333,123.533
1093,-21.9013,113.9015
1094,9.93333,99.98333
1095,12.9333,123.533
1096,-21.9013,113.9015
1097,-21.9013,113.9015
1098,-21.9013,113.9015
1099,12.9333,123.533
1100,16.1392,-86.9041
1101,12.9333,123.533
1102,16.1,-86.85
1103,-23.9736,35.5122
1104,-23.0322,113.715
1105,-21.9013,113.9015
1106,-23.9736,35.5122
1107,-21.9013,113.9015
1108,-21.9013,113.9015
1109,-21.9013,113.9015
1110,-21.9013,113.9015
1111,-21.95,113.9
1112,-22.89197,113.72185
1113,-21.9013,113.9015
1114,12.91722,123.56277
1115,-21.9013,113.9015
1116,-21.9013,113.9015
1117,-23.9736,35.5122
1118,-21.98333,113.88333
1119,-22.02457,113.89143
1120,-23.85,35.55
1121,-22.9903,113.71948
1122,10.16667,99.76667
